_link,_link_release,id,title,description,status,date,value_amount,value_currency,contractPeriod_startDate,contractPeriod_endDate,datePublished
4231.awards.0,4231,c7bae709-c26d-41cb-9ab7-4486bec9edf7,,See description of related tender,active,2022-04-29T00:00:00,99500.0,GBP,2022-04-29T00:00:00,2023-04-30T00:00:00,2022-05-10T13:49:24
4228.awards.0,4228,90cf1813-5759-4ae1-8100-27831ff901b0,,See description of related tender,active,2022-05-10T00:00:00,24000.0,GBP,2022-05-01T00:00:00,2023-04-30T00:00:00,2022-05-10T13:31:33
4229.awards.0,4229,a8d6cab7-d98c-4522-ac88-9e9fcd2170ab,,See description of related tender,active,2022-04-19T00:00:00,100000.0,GBP,2022-04-19T00:00:00,2022-06-30T00:00:00,2022-05-10T13:38:02
4236.awards.0,4236,35c8e178-9e88-4a64-af68-5f16f28caf0a,,See description of related tender,active,2022-05-10T00:00:00,10000000.0,GBP,2022-05-10T00:00:00,2026-05-09T00:00:00,2022-05-10T13:59:55
4233.awards.0,4233,a4bcdadb-7801-40fc-917b-13700b24efc6,,See description of related tender,active,2022-05-10T00:00:00,93550.9,GBP,2022-05-10T00:00:00,2025-07-04T00:00:00,2022-05-10T13:49:48
4232.awards.0,4232,d664ec2b-8eff-4519-b81f-85b06a290d9c,,See description of related tender,active,2022-03-02T00:00:00,70020.0,GBP,2022-04-01T00:00:00,2025-03-31T00:00:00,2022-05-10T13:49:29
4232.awards.1,4232,1c8e5ef0-662b-415e-8475-2df8e7827cf2,,See description of related tender,active,2022-03-02T00:00:00,76020.0,GBP,2022-04-01T00:00:00,2025-03-31T00:00:00,2022-05-10T13:49:29
4240.awards.0,4240,f652c16c-4aed-429f-8abd-a19a1609a6e2,,See description of related tender,active,2022-05-05T00:00:00,250000.0,GBP,2022-06-30T00:00:00,2024-12-13T00:00:00,2022-05-10T14:18:41
4234.awards.0,4234,70ad2cd3-7caf-4681-922b-dcbbd30cefb6,,See description of related tender,active,2022-04-11T00:00:00,160000.0,GBP,2022-05-27T00:00:00,2022-06-10T00:00:00,2022-05-10T13:51:40
4244.awards.0,4244,4555368d-2098-4d99-b759-35abad0a904d,,See description of related tender,active,2022-05-06T00:00:00,4000000.0,GBP,2022-05-16T00:00:00,2024-05-15T00:00:00,2022-05-10T14:23:06
4238.awards.0,4238,58190fa7-641d-467f-880a-43cab6241269,,See description of related tender,active,2022-05-10T00:00:00,37941.33,GBP,2022-05-11T00:00:00,2023-05-10T00:00:00,2022-05-10T14:16:59
4239.awards.0,4239,aa9ec83a-819f-4d23-afeb-d9eed639e07e,,See description of related tender,active,2022-04-28T00:00:00,113332.56,GBP,2022-05-01T00:00:00,2023-05-01T00:00:00,2022-05-10T14:17:55
4247.awards.0,4247,a25445bf-6479-440e-b1be-ae965aceec5c,,See description of related tender,active,2022-04-01T00:00:00,5000000.0,GBP,2022-04-01T00:00:00,2026-03-31T00:00:00,2022-05-10T14:32:44
4246.awards.0,4246,5348f13d-4092-4a0c-96d7-66a2bb7e2605,,See description of related tender,active,2022-03-30T00:00:00,133700.0,GBP,2022-03-28T00:00:00,2022-06-27T00:00:00,2022-05-10T14:31:03
4242.awards.0,4242,cc523ed3-4657-4829-b86c-18e743db9354,,See description of related tender,active,2022-05-06T00:00:00,54936.6,GBP,2022-05-09T00:00:00,2023-07-31T00:00:00,2022-05-10T14:20:50
4248.awards.0,4248,c5ba2dab-ab6f-41f6-821e-1ff0ae07cbaf,,See description of related tender,active,2022-05-05T00:00:00,16000000.0,GBP,2022-05-09T00:00:00,2026-05-08T00:00:00,2022-05-10T14:34:44
4249.awards.0,4249,83ced4ef-aae9-43c5-a2ab-b8d5f6ae85b8,,See description of related tender,active,2022-05-10T00:00:00,19926.0,GBP,2022-05-10T00:00:00,2022-07-31T00:00:00,2022-05-10T14:39:38
4250.awards.0,4250,6e031ba5-d11f-4475-b76b-05c3e652ad5f,,See description of related tender,active,2022-03-29T00:00:00,2340000.0,GBP,2022-04-01T00:00:00,2023-03-31T00:00:00,2022-05-10T14:42:39
4252.awards.0,4252,2bfdac8b-1b10-4267-98b8-b983514cb041,,See description of related tender,active,2022-05-10T00:00:00,1710.0,GBP,2022-05-11T00:00:00,2022-07-22T00:00:00,2022-05-10T14:47:19
4243.awards.0,4243,019ad517-8765-4371-98de-430021572739,,See description of related tender,active,2022-04-20T00:00:00,120000.0,GBP,2022-05-02T00:00:00,2024-03-29T00:00:00,2022-05-10T14:21:10
4250.awards.1,4250,50d38213-9786-468e-9de0-1f83f7b17616,,See description of related tender,active,2022-03-29T00:00:00,2340000.0,GBP,2022-04-01T00:00:00,2023-03-31T00:00:00,2022-05-10T14:42:39
4255.awards.0,4255,7c0cdf62-aaa4-4c44-8709-aba0efd50634,,See description of related tender,active,2022-05-09T00:00:00,130000.0,GBP,2022-04-01T00:00:00,2023-03-31T00:00:00,2022-05-10T14:49:40
4251.awards.0,4251,d61bca8c-8c85-4181-a616-21c847429e3c,,See description of related tender,active,2022-03-29T00:00:00,53000000.0,GBP,2022-05-01T00:00:00,2028-04-30T00:00:00,2022-05-10T14:44:51
4253.awards.0,4253,4400413e-4f33-47ac-b081-71058ef9a624,,See description of related tender,active,2021-10-11T00:00:00,4250000.0,GBP,2021-10-12T00:00:00,2025-10-11T00:00:00,2022-05-10T14:47:37
4256.awards.0,4256,11f08c7f-cc03-4d4b-8180-dee44586ff47,,See description of related tender,active,2022-04-20T00:00:00,83600.0,GBP,2022-04-25T00:00:00,2022-11-30T00:00:00,2022-05-10T14:50:19
4260.awards.0,4260,d15e0b8d-c06f-4e58-a5b3-d29a794d1e38,,See description of related tender,active,2022-04-09T00:00:00,23000000.0,GBP,2022-04-10T00:00:00,2022-06-30T00:00:00,2022-05-10T14:56:15
4257.awards.0,4257,54f3c2e0-e4d3-49af-a223-17b53c320f0b,,See description of related tender,active,2022-05-09T00:00:00,1250000.0,GBP,2022-03-01T00:00:00,2022-08-31T00:00:00,2022-05-10T14:51:12
4264.awards.0,4264,1f49ae23-c183-4fc2-96da-7b4f82040f98,,See description of related tender,active,2022-05-09T00:00:00,12680.0,GBP,2022-05-10T00:00:00,2022-06-30T00:00:00,2022-05-10T15:04:14
4263.awards.0,4263,dd2d3ab1-5388-4e7b-bd9e-2d4b1f52c520,,See description of related tender,active,2022-04-25T00:00:00,157877.21,GBP,2022-04-26T00:00:00,2023-12-09T00:00:00,2022-05-10T15:03:06
4258.awards.0,4258,5e48b5fb-455f-4ba0-9698-360ec67bf258,,See description of related tender,active,2022-05-09T00:00:00,30000.0,GBP,2022-05-10T00:00:00,2022-06-30T00:00:00,2022-05-10T14:53:01
4265.awards.0,4265,95dd09e8-d101-4af6-90dd-0d1c2cf4a561,,See description of related tender,active,2021-12-09T00:00:00,57301.0,GBP,2021-02-01T00:00:00,2024-02-28T00:00:00,2022-05-10T15:07:06
4273.awards.0,4273,d244c8db-d561-41d0-8b27-fac28b2df144,,See description of related tender,active,2019-01-31T00:00:00,600000.0,GBP,2019-03-01T00:00:00,2021-02-28T00:00:00,2022-05-10T15:29:16
4267.awards.0,4267,18825c71-4e1a-40ba-824a-8252a5b1e866,,See description of related tender,active,2022-03-16T00:00:00,190000.0,GBP,2022-03-17T00:00:00,2024-03-16T00:00:00,2022-05-10T15:12:04
4259.awards.0,4259,c3f467a3-eb88-45dd-ba73-beabf2044f2a,,See description of related tender,active,2022-01-28T00:00:00,62297.2,GBP,2022-04-01T00:00:00,2024-03-31T00:00:00,2022-05-10T14:55:01
4279.awards.0,4279,c5dab236-0ea7-4166-9670-b6265f9dcdf9,,See description of related tender,active,2022-04-05T00:00:00,121106.34,GBP,2022-05-09T00:00:00,2022-11-11T00:00:00,2022-05-10T15:39:32
4272.awards.0,4272,68dd1f40-1d72-451e-924f-dc0545361aae,,See description of related tender,active,2022-05-10T00:00:00,820188.25,GBP,2022-05-16T00:00:00,2022-08-05T00:00:00,2022-05-10T15:29:07
4274.awards.0,4274,f7847220-1610-474c-ab3c-9fbfd339489b,,See description of related tender,active,2022-03-30T00:00:00,100000.0,GBP,2022-04-01T00:00:00,2025-03-31T00:00:00,2022-05-10T15:29:49
4275.awards.0,4275,5c8dabf8-4ace-4c81-801d-fe4525dfed8d,,See description of related tender,active,2022-04-28T00:00:00,17100.0,GBP,2022-04-29T00:00:00,2022-08-31T00:00:00,2022-05-10T15:30:26
4285.awards.0,4285,ab0489d0-5070-49ef-8839-99e736740191,,See description of related tender,active,2022-05-01T00:00:00,500000.0,GBP,2022-05-09T00:00:00,2023-05-08T00:00:00,2022-05-10T15:48:31
4283.awards.0,4283,4b3e33f8-f58e-42b3-ac5b-06a7193bfbd7,,See description of related tender,active,2021-05-26T00:00:00,863343.92,GBP,2021-06-01T00:00:00,2025-05-31T00:00:00,2022-05-10T15:45:39
4280.awards.0,4280,174daef6-0625-4088-b398-923bc664842e,,See description of related tender,active,2022-04-01T00:00:00,50000.0,GBP,2022-04-21T00:00:00,2023-03-31T00:00:00,2022-05-10T15:41:49
4289.awards.0,4289,0b92440a-6f91-455c-99ac-17d94a74e18c,,See description of related tender,active,2022-04-28T00:00:00,20760.0,GBP,2022-04-29T00:00:00,2022-08-31T00:00:00,2022-05-10T15:59:29
4281.awards.0,4281,f7bae274-ed9b-4b04-a3a0-ce6f415b1a14,,See description of related tender,active,2022-02-20T00:00:00,250000.0,GBP,2022-02-28T00:00:00,2022-08-28T00:00:00,2022-05-10T15:43:23
4288.awards.0,4288,60100302-dd4a-4501-ab34-1619a0f33de6,,See description of related tender,active,2018-01-01T00:00:00,300000.0,GBP,2018-12-01T00:00:00,2020-11-30T00:00:00,2022-05-10T15:50:51
4297.awards.0,4297,968588d3-e456-4600-a112-ba794c5b6124,,See description of related tender,active,2022-03-30T00:00:00,132336.98,GBP,2022-03-30T00:00:00,2022-04-30T00:00:00,2022-05-10T16:10:23
4296.awards.0,4296,1ffba313-0f72-48da-8bf0-490275563d86,,See description of related tender,active,2022-03-10T00:00:00,644246.0,GBP,2022-04-25T00:00:00,2024-04-24T00:00:00,2022-05-10T16:05:29
4302.awards.0,4302,331aff03-bd99-4b5a-8a67-59703a16004b,,See description of related tender,active,2022-04-26T00:00:00,50000000.0,GBP,2022-05-02T00:00:00,2026-04-30T00:00:00,2022-05-10T16:20:04
4299.awards.0,4299,8895c815-9fee-4225-861b-e36685495ff2,,See description of related tender,active,2022-05-10T00:00:00,12600.0,GBP,2022-06-01T00:00:00,2025-05-31T00:00:00,2022-05-10T16:15:20
4300.awards.0,4300,f450f61a-0326-45f0-9d12-469e2ed0323d,,See description of related tender,active,2022-04-28T00:00:00,10000.0,GBP,2022-04-29T00:00:00,2023-03-31T00:00:00,2022-05-10T16:15:29
4293.awards.0,4293,8a0ddc3d-ccc0-4f60-b3ef-d0c67c84cbb5,,See description of related tender,active,2022-04-28T00:00:00,38520.0,GBP,2022-04-29T00:00:00,2022-08-31T00:00:00,2022-05-10T16:03:24
4313.awards.0,4313,d5191fb9-dc2f-4023-918a-9556c5332daa,,See description of related tender,active,2022-04-06T00:00:00,120043.0,GBP,2022-04-21T00:00:00,2022-05-13T00:00:00,2022-05-10T16:46:35
4303.awards.0,4303,dbc035d7-87ec-4744-a043-a769c1d0a7b5,,See description of related tender,active,2022-05-10T00:00:00,468400.0,GBP,2022-06-01T00:00:00,2023-05-31T00:00:00,2022-05-10T16:25:51
4316.awards.0,4316,66759223-3ed4-42cf-8520-10f2726a26e6,,See description of related tender,active,2022-05-10T00:00:00,77464.9,GBP,2022-06-06T00:00:00,2023-03-31T00:00:00,2022-05-10T16:58:12
4304.awards.0,4304,b622778c-871a-4dd4-be79-9e105f05b9c5,,See description of related tender,active,2022-05-06T00:00:00,115531.66,GBP,2022-05-11T00:00:00,2023-03-31T00:00:00,2022-05-10T16:30:03
4314.awards.0,4314,b3628e27-c451-4654-aaad-148449910cce,,See description of related tender,active,2022-04-27T00:00:00,12000.0,GBP,2022-05-09T00:00:00,2022-11-08T00:00:00,2022-05-10T16:55:29
4317.awards.0,4317,ff490975-c9ef-45cf-a55b-8c001fa14e71,,See description of related tender,active,2022-05-05T00:00:00,344961.0,GBP,2022-05-11T00:00:00,2024-12-31T00:00:00,2022-05-10T17:00:03
4315.awards.0,4315,707d65a7-4261-4c67-bb68-4da31a2be008,,See description of related tender,active,2022-05-06T00:00:00,82000.0,GBP,2022-05-10T00:00:00,2022-08-30T00:00:00,2022-05-10T16:58:07
4324.awards.0,4324,e99611a7-6519-41b8-b054-8f33e56292da,,See description of related tender,active,2022-04-28T00:00:00,31500.0,GBP,2022-04-29T00:00:00,2022-08-31T00:00:00,2022-05-10T17:10:11
4321.awards.0,4321,07aac388-d25c-4cee-91df-b3c2f220aca6,,See description of related tender,active,2022-02-11T00:00:00,246720.0,GBP,2022-02-14T00:00:00,2022-08-31T00:00:00,2022-05-10T17:03:18
4318.awards.0,4318,126b0a9a-722a-48e3-8e1b-3933dcf396b9,,See description of related tender,active,2022-03-29T00:00:00,49705.0,GBP,2022-05-03T00:00:00,2022-11-03T00:00:00,2022-05-10T17:00:53
4329.awards.0,4329,7939a421-e527-486f-ab56-f9f6f5fbcbeb,,See description of related tender,active,2022-04-26T00:00:00,3000000.0,GBP,2022-04-26T00:00:00,2027-04-25T00:00:00,2022-05-10T17:38:17
4325.awards.0,4325,eb49fe73-cc7d-4f99-9276-bdcf7e7581e9,,See description of related tender,active,2022-04-14T00:00:00,997696.47,GBP,2022-04-22T00:00:00,2022-05-19T00:00:00,2022-05-10T17:18:41
4326.awards.0,4326,3e83f186-a319-46a7-917f-cc4702b014a4,,See description of related tender,active,2022-04-28T00:00:00,15480.0,GBP,2022-04-29T00:00:00,2022-08-31T00:00:00,2022-05-10T17:18:41
4334.awards.0,4334,d4c869ac-0e59-4dd6-9514-a8db63cf3c83,,See description of related tender,active,2022-04-20T00:00:00,59850.0,GBP,2022-05-04T00:00:00,2022-08-31T00:00:00,2022-05-10T18:52:25
4339.awards.0,4339,f49a6bee-d0a6-4ab6-a072-62349c713fec,,See description of related tender,active,2022-05-09T00:00:00,92250.0,GBP,2022-05-10T00:00:00,2023-03-31T00:00:00,2022-05-10T20:52:20
4343.awards.0,4343,e46a7edd-af9a-4f0f-b037-be6f4bd92f2d,,See description of related tender,active,2022-04-04T00:00:00,1000000.0,GBP,2022-05-10T00:00:00,2025-05-09T00:00:00,2022-05-11T07:58:12
4341.awards.0,4341,3fc7b741-e7c5-4dd6-9dbd-aaee25956c58,,See description of related tender,active,2022-04-27T00:00:00,499628.0,GBP,2022-05-16T00:00:00,2022-10-21T00:00:00,2022-05-11T06:56:35
4338.awards.0,4338,c32f2623-73fe-471f-8d6b-6c61f4dbbcd9,,See description of related tender,active,2022-04-29T00:00:00,346972.0,GBP,2022-07-01T00:00:00,2025-06-30T00:00:00,2022-05-10T20:01:34
4344.awards.0,4344,462c2b02-2c45-4c43-9e21-a76ccd2d4a82,,See description of related tender,active,2022-04-26T00:00:00,490485.0,GBP,2022-07-01T00:00:00,2023-06-30T00:00:00,2022-05-11T08:30:09
4342.awards.0,4342,a6d1ff49-fbd5-4867-aa38-ec7cd301ef23,,See description of related tender,active,2022-05-11T00:00:00,134457.25,GBP,2022-05-16T00:00:00,2024-05-15T00:00:00,2022-05-11T07:42:29
4349.awards.0,4349,dbe728c3-912c-43d4-a446-dedd324ff627,,See description of related tender,active,2022-04-11T00:00:00,86865.78,GBP,2022-06-30T00:00:00,2022-12-30T00:00:00,2022-05-11T09:15:24
4350.awards.0,4350,4f582697-5e7b-4790-91aa-aabe54cd8631,,See description of related tender,active,2022-03-31T00:00:00,49810.0,GBP,2022-03-31T00:00:00,2022-09-30T00:00:00,2022-05-11T09:23:27
4345.awards.0,4345,2dece62a-122e-4fe4-8440-f690d6cbbf20,,See description of related tender,active,2022-05-11T00:00:00,74400.3,GBP,2022-04-22T00:00:00,2025-04-21T00:00:00,2022-05-11T09:01:25
4352.awards.0,4352,6a398f8b-21ce-479e-9d73-08793ade920c,,See description of related tender,active,2022-05-09T00:00:00,128775.0,GBP,2022-06-01T00:00:00,2022-09-30T00:00:00,2022-05-11T09:30:03
4346.awards.0,4346,7b0f25fc-6a36-4431-b3b9-2628779b4a08,,See description of related tender,active,2022-04-29T00:00:00,759799.3,GBP,2022-04-29T00:00:00,2023-04-28T00:00:00,2022-05-11T09:00:32
4351.awards.0,4351,6d8f2047-d5be-4746-8510-264da1d544b4,,See description of related tender,active,2022-03-29T00:00:00,296113.29,GBP,2022-04-01T00:00:00,2024-03-31T00:00:00,2022-05-11T09:29:46
4358.awards.0,4358,57b65833-9d41-4ca9-b9f7-e422e34b6e23,,See description of related tender,active,2022-05-08T00:00:00,56757.69,GBP,2022-05-09T00:00:00,2022-08-31T00:00:00,2022-05-11T09:38:58
4356.awards.0,4356,eacc6b0d-62a9-4856-a01e-fff1209e542c,,See description of related tender,active,2022-05-11T00:00:00,63280.21,GBP,2021-08-02T00:00:00,2021-10-04T00:00:00,2022-05-11T09:35:17
4354.awards.0,4354,de0b8db0-ac39-4335-9919-9bd7f833e8b6,,See description of related tender,active,2022-05-03T00:00:00,73478.69,GBP,2022-05-03T00:00:00,2022-10-31T00:00:00,2022-05-03T10:13:10
4361.awards.0,4361,991200f2-9c3a-485e-a7c3-9fc88bb70b3d,,See description of related tender,active,2022-04-06T00:00:00,76000.0,GBP,2022-04-01T00:00:00,2024-03-31T00:00:00,2022-05-11T09:43:32
4359.awards.0,4359,75d2689e-a5ff-4cd2-829e-36cf8d3258e7,,See description of related tender,active,2022-04-01T00:00:00,147330.0,GBP,2022-04-01T00:00:00,2025-03-31T00:00:00,2022-05-11T09:39:27
4371.awards.0,4371,53a40c4d-dbb7-4057-bddc-a283f74d54e2,,See description of related tender,active,2022-04-01T00:00:00,85600.0,GBP,2022-04-01T00:00:00,2024-03-31T00:00:00,2022-05-11T10:00:31
4363.awards.0,4363,ac598ef6-f05e-43f6-95ad-e8649ca326d2,,See description of related tender,active,2022-05-04T00:00:00,27129.78,GBP,2022-05-10T00:00:00,2022-06-30T00:00:00,2022-05-11T09:44:59
4364.awards.0,4364,b1bb18a5-acf2-44f6-af4f-1476a672a6d1,,See description of related tender,active,2022-05-11T00:00:00,37493.26,GBP,2022-06-06T00:00:00,2022-06-17T00:00:00,2022-05-11T09:45:59
4355.awards.0,4355,96b84125-40ef-493a-b1e0-ef9cb29de871,,See description of related tender,active,2021-12-30T00:00:00,227000.0,GBP,2022-01-01T00:00:00,2024-12-31T00:00:00,2022-05-11T09:31:33
4374.awards.0,4374,e92f674d-179b-4e90-a71f-770d0046a519,,See description of related tender,active,2022-03-30T00:00:00,58000.0,GBP,2022-04-01T00:00:00,2025-03-31T00:00:00,2022-05-11T10:01:48
4367.awards.0,4367,b8b52595-2442-4d03-bd0b-3e1a428559e3,,See description of related tender,active,2022-04-25T00:00:00,1962675.0,GBP,2022-07-01T00:00:00,2025-06-30T00:00:00,2022-05-11T09:53:17
4372.awards.0,4372,99ee7ddd-e57e-4806-8cf2-a3426f07a98e,,See description of related tender,active,2022-02-03T00:00:00,59753.0,GBP,2022-02-05T00:00:00,2022-05-31T00:00:00,2022-05-11T10:01:37
4378.awards.0,4378,e125e95a-12a8-4c91-b0bb-62625519b76b,,See description of related tender,active,2022-04-29T00:00:00,32423.0,GBP,2022-05-04T00:00:00,2022-06-29T00:00:00,2022-05-11T10:05:24
4375.awards.0,4375,e6309775-9d54-4805-af57-fbb2c666a59b,,See description of related tender,active,2022-05-01T00:00:00,24983.0,GBP,2022-08-01T00:00:00,2022-08-26T00:00:00,2022-05-11T10:02:48
4379.awards.0,4379,d5572069-63a5-4f49-aa65-a12ac3e058bf,,See description of related tender,active,2022-05-10T00:00:00,90000.0,GBP,2022-05-11T00:00:00,2023-05-11T00:00:00,2022-05-11T10:05:43
4380.awards.0,4380,2fdbdf3c-b760-4841-b447-dd5147e29307,,See description of related tender,active,2022-04-20T00:00:00,839920.0,GBP,2022-05-01T00:00:00,2023-05-31T00:00:00,2022-05-11T10:06:46
4385.awards.0,4385,27c1c627-30ac-4ce7-b007-0e2483f6a18c,,See description of related tender,active,2022-03-25T00:00:00,22000.0,GBP,2022-04-01T00:00:00,2025-03-31T00:00:00,2022-05-11T10:17:36
4383.awards.0,4383,5fa32f2c-f0e0-4cf2-ad9c-6c329a047c7a,,See description of related tender,active,2022-05-11T00:00:00,59633.0,GBP,2022-08-01T00:00:00,2022-09-23T00:00:00,2022-05-11T10:15:01
4381.awards.0,4381,f815c451-7611-40bb-b8a3-578455bcef72,,See description of related tender,active,2022-05-04T00:00:00,71008.0,GBP,2022-07-25T00:00:00,2022-08-19T00:00:00,2022-05-11T10:09:48
4387.awards.0,4387,2018d419-a4a1-4bee-ae90-41cd7171ae1f,,See description of related tender,active,2021-10-04T00:00:00,76085.0,GBP,2021-10-05T00:00:00,2023-10-04T00:00:00,2022-05-11T10:18:50
4382.awards.0,4382,8bea3462-d815-404c-9f0b-b66ef4ab9c80,,See description of related tender,active,2022-05-11T00:00:00,15900.0,GBP,2022-05-13T00:00:00,2023-07-31T00:00:00,2022-05-11T10:10:20
4384.awards.0,4384,905f5077-faf8-46a6-bde2-a461ee1328ba,,See description of related tender,active,2022-05-11T00:00:00,,GBP,2022-06-01T00:00:00,2023-05-31T00:00:00,2022-05-11T10:15:22
4391.awards.0,4391,23cb2de1-8cfc-4100-ac9a-a39bb4bd6c4b,,See description of related tender,active,2022-04-06T00:00:00,98000.0,GBP,2022-05-13T00:00:00,2024-05-12T00:00:00,2022-05-11T10:22:00
4388.awards.0,4388,b0f9a13a-0fca-482c-96cc-5419e07adb2d,,See description of related tender,active,2022-03-28T00:00:00,37657.04,GBP,2022-05-04T00:00:00,2022-05-20T00:00:00,2022-05-11T10:19:35
4392.awards.0,4392,5e52adc7-09a2-4951-930e-b33f19be36f9,,See description of related tender,active,2022-05-11T00:00:00,11000.0,GBP,2022-05-06T00:00:00,2023-05-05T00:00:00,2022-05-11T10:23:04
4390.awards.0,4390,4f105b25-5e38-4ba4-9598-4e17cc2d381b,,See description of related tender,active,2021-06-23T00:00:00,28704.0,GBP,2021-06-24T00:00:00,2021-06-25T00:00:00,2022-05-11T10:21:34
4397.awards.0,4397,87d49c5c-1951-4f79-88fd-7484078f3c7c,,See description of related tender,active,2022-04-25T00:00:00,26395.0,GBP,2022-05-03T00:00:00,2023-05-02T00:00:00,2022-05-11T10:28:41
4390.awards.1,4390,2c0ba0c9-84e0-43ea-b820-4c604d798cde,,See description of related tender,active,2022-05-03T00:00:00,10080.0,GBP,2022-05-03T00:00:00,2022-05-04T00:00:00,2022-05-11T10:21:34
4395.awards.0,4395,d17cfd28-425c-40ed-bfc6-10d13ac15d52,,See description of related tender,active,2022-05-03T00:00:00,11632.45,GBP,2022-05-03T00:00:00,2022-05-03T00:00:00,2022-05-11T10:25:38
4396.awards.0,4396,43c871dd-2b50-4577-82cd-a367e4de1522,,See description of related tender,active,2022-05-05T00:00:00,88798.57,GBP,2022-05-09T00:00:00,2022-07-05T00:00:00,2022-05-11T10:25:41
4398.awards.0,4398,6f6a033d-fe30-4466-901b-f9234fc83691,,See description of related tender,active,2022-05-11T00:00:00,,GBP,2022-06-01T00:00:00,2024-05-31T00:00:00,2022-05-11T10:30:06
4401.awards.0,4401,496a5d01-e1a2-415e-8b43-ce46c9b181fb,,See description of related tender,active,2022-03-31T00:00:00,48000.0,GBP,2022-04-01T00:00:00,2024-03-31T00:00:00,2022-05-09T22:26:59
4402.awards.1,4402,c79ae920-6d3a-4f53-b31c-3bbcf17bbeeb,,See description of related tender,active,2022-04-25T00:00:00,87598.0,GBP,2022-05-01T00:00:00,2022-07-31T00:00:00,2022-05-09T15:09:55
4399.awards.0,4399,4bdfac9d-2e64-4cd6-bacd-41974c86af76,,See description of related tender,active,2022-04-22T00:00:00,74229.64,GBP,2022-05-12T00:00:00,2022-05-31T00:00:00,2022-05-11T10:31:26
4402.awards.0,4402,e9caa156-33dc-4cfb-99c3-03fdd81b6ae6,,See description of related tender,active,2021-01-31T00:00:00,70999.87,GBP,2021-02-01T00:00:00,2021-04-30T00:00:00,2022-05-09T15:09:55
4400.awards.0,4400,e74fb748-5644-4f2a-9cf3-4c225a62bcf7,,See description of related tender,active,2022-03-30T00:00:00,40000.0,GBP,2022-04-01T00:00:00,2023-03-31T00:00:00,2022-05-11T10:31:43
4403.awards.0,4403,4ff5681c-31da-4c2d-a163-772a7399c5a3,,See description of related tender,active,2022-05-09T00:00:00,12880.0,GBP,2022-05-14T00:00:00,2023-05-13T00:00:00,2022-05-09T15:10:38
4409.awards.0,4409,8a59b4e2-f7f1-4548-9c79-0e7fa39d23e3,,See description of related tender,active,2022-04-22T00:00:00,41529.24,GBP,2022-04-25T00:00:00,2022-04-25T00:00:00,2022-05-09T15:22:46
4404.awards.0,4404,37839e75-e23d-4070-83f4-5f4dca4c10a7,,See description of related tender,active,2022-05-03T00:00:00,7000.0,GBP,2022-06-01T00:00:00,2022-08-31T00:00:00,2022-05-09T15:13:15
4406.awards.0,4406,8a05d587-7f34-43eb-809b-aa24aeb4e919,,See description of related tender,active,2022-05-06T00:00:00,19500.0,GBP,2022-05-03T00:00:00,2024-05-02T00:00:00,2022-05-09T15:17:39
4410.awards.0,4410,6706ec80-efd2-4ffd-a93a-02a4754bf56b,,See description of related tender,active,2022-03-15T00:00:00,150036.75,GBP,2022-04-01T00:00:00,2023-03-31T00:00:00,2022-05-09T15:23:49
4413.awards.0,4413,a8d04543-f5a3-4c35-b3b0-dadeb3fa4b4b,,See description of related tender,active,2022-05-04T00:00:00,4275.0,GBP,2022-07-01T00:00:00,2023-06-30T00:00:00,2022-05-09T15:29:42
4411.awards.0,4411,7c52e4d0-fa1f-41f4-9398-8e58a0db75ac,,See description of related tender,active,2022-04-19T00:00:00,60000.0,GBP,2022-04-21T00:00:00,2026-04-20T00:00:00,2022-05-09T15:25:09
4407.awards.0,4407,e032921f-cbba-4f72-8f4a-3c070c20c432,,See description of related tender,active,2022-04-22T00:00:00,67250.0,GBP,2022-04-25T00:00:00,2023-04-25T00:00:00,2022-05-09T15:19:52
4414.awards.0,4414,fd088c8f-17bd-46b1-9ff8-521701a26802,,See description of related tender,active,2020-06-15T00:00:00,112000.0,GBP,2020-06-16T00:00:00,2022-06-16T00:00:00,2022-05-09T15:30:03
4412.awards.0,4412,094ff316-5b0f-48bf-8bd8-7ea62645c65a,,See description of related tender,active,2022-05-04T00:00:00,495147.5,GBP,2022-05-04T00:00:00,2025-04-07T00:00:00,2022-05-09T15:29:22
4419.awards.0,4419,68ea81cb-c6df-4f00-b4ee-4d7fc8287fa9,,See description of related tender,active,2022-04-04T00:00:00,26000.0,GBP,2022-04-05T00:00:00,2023-04-05T00:00:00,2022-05-09T15:03:45
4417.awards.0,4417,9fe7cd90-3f2b-448a-9258-43003f686ec0,,See description of related tender,active,2022-03-24T00:00:00,20700.0,GBP,2022-04-01T00:00:00,2024-03-31T00:00:00,2022-05-09T15:33:26
4427.awards.0,4427,3e547713-9dc2-41b7-93ee-7d802fe427eb,,See description of related tender,active,2022-05-05T00:00:00,6300.0,GBP,2022-06-01T00:00:00,2022-08-31T00:00:00,2022-05-09T15:41:16
4420.awards.0,4420,e1086468-5d09-4e01-b508-a987d9b884db,,See description of related tender,active,2021-10-19T00:00:00,73650.0,GBP,2021-10-15T00:00:00,2022-01-14T00:00:00,2022-05-09T15:37:10
4420.awards.1,4420,27d3082c-7612-4223-8e23-e5b9177ef993,,See description of related tender,active,2021-10-19T00:00:00,73650.0,GBP,2021-10-15T00:00:00,2022-01-14T00:00:00,2022-05-09T15:37:10
